time_s,kid_height_m,python_height_m,kid_T_K,python_T_K,delta_T_python_minus_kid_K,kid_qv,python_qv,delta_qv_python_minus_kid,kid_cloud,kid_rain,kid_total_condensed,python_qc,python_qc_over_kid_cloud,kid_total_water,python_total_water,total_water_difference,python_S_percent,kid_RH_percent
2220.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00016948577831499279,5.3326548368204385e-05,0.00022281232668319717,0.0004396861199841722,2.5942360731117304,0.013994828717841301,0.014959459193055965,0.0009646304752146638,3.9323725813127077e-13,99.98239135742188
2250.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00016781232261564583,5.20658832101617e-05,0.00021987820582580753,0.00043968611998427626,2.6201062778406627,0.013991894596983911,0.014959459193056069,0.0009675645960721575,3.9323725813127077e-13,99.98239135742188
2280.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00016619307280052453,5.08635348523967e-05,0.00021705660765292123,0.00043968611998438035,2.645634457412792,0.013989072998811025,0.014959459193056173,0.0009703861942451479,3.9323725813127077e-13,99.98239135742188
2310.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00016462532221339643,4.970314330421388e-05,0.0002143284655176103,0.00043968611998448443,2.6708292143206194,0.013986344856675714,0.014959459193056277,0.0009731143363805629,3.9323725813127077e-13,99.98239135742188
2340.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00016310677165165544,4.8575540859019384e-05,0.00021168231251067482,0.0004396861199845885,2.6956950685261507,0.013983698703668779,0.014959459193056381,0.0009757604893876025,3.9323725813127077e-13,99.98239135742188
2370.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.0001616354420548305,4.7480974899372086e-05,0.00020911641695420258,0.0004396861199846926,2.7202333497843925,0.013981132808112307,0.014959459193056485,0.0009783263849441788,3.9323725813127077e-13,99.98239135742188
2400.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.0001602089760126546,4.6440978621831164e-05,0.00020664995463448577,0.0004396861199847967,2.744453718685941,0.01397866634579259,0.01495945919305659,0.0009807928472639997,3.9323725813127077e-13,99.98239135742188
2430.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00015882485604379326,4.545098272501491e-05,0.00020427583876880817,0.00043968611998490076,2.7683709649556665,0.013976292229926912,0.014959459193056693,0.0009831669631297814,3.9323725813127077e-13,99.98239135742188
2460.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00015748088480904698,4.450313645065762e-05,0.0002019840212597046,0.00043968611998500485,2.791996758959953,0.013974000412417809,0.014959459193056798,0.000985458780638989,3.9323725813127077e-13,99.98239135742188
2490.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00015617509779985994,4.358941441751085e-05,0.0001997645122173708,0.00043968611998510893,2.81534076929839,0.013971780903375475,0.014959459193056902,0.000987678289681427,3.9323725813127077e-13,99.98239135742188
