time_s,kid_height_m,python_height_m,kid_T_K,python_T_K,delta_T_python_minus_kid_K,kid_qv,python_qv,delta_qv_python_minus_kid,kid_cloud,kid_rain,kid_total_condensed,python_qc,python_qc_over_kid_cloud,kid_total_water,python_total_water,total_water_difference,python_S_percent,kid_RH_percent
2520.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00015490596706513315,4.270165300113149e-05,0.00019760762006626464,0.000439686119985213,2.838406604442414,0.013969624011224369,0.014959459193057006,0.0009898351818326372,3.9323725813127077e-13,99.98239135742188
2550.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00015367190644610673,4.1845829400699586e-05,0.00019551773584680632,0.0004396861199853171,2.8612003986526746,0.01396753412700491,0.01495945919305711,0.0009919250660521996,3.9323725813127077e-13,99.98239135742188
2580.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00015247135888785124,4.102039019926451e-05,0.00019349174908711575,0.0004396861199854212,2.883729266877118,0.01396550814024522,0.014959459193057214,0.0009939510528119942,3.9323725813127077e-13,99.98239135742188
2610.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.0001513028983026743,4.022322173113935e-05,0.00019152612003381364,0.00043968611998552526,2.905999322669642,0.013963542511191918,0.014959459193057318,0.0009959166818654004,3.9323725813127077e-13,99.98239135742188
2640.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.0001501651859143749,3.9451006159652025e-05,0.0001896161920740269,0.00043968611998562935,2.9280163528471976,0.01396163258323213,0.014959459193057422,0.0009978266098252912,3.9323725813127077e-13,99.98239135742188
2670.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014905701391398907,3.870096043101512e-05,0.00018775797434500419,0.00043968611998573343,2.949784840312494,0.013959774365503108,0.014959459193057526,0.000999684827554418,3.9323725813127077e-13,99.98239135742188
2700.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014797724725212902,3.797545286943205e-05,0.00018595270012156107,0.0004396861199858375,2.971308955603724,0.013957969091279665,0.01495945919305763,0.0010014901017779652,3.9323725813127077e-13,99.98239135742188
2730.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014692683180328459,3.7276240618666634e-05,0.00018420307242195122,0.0004396861199859416,2.992551561818352,0.013956219463580055,0.014959459193057734,0.0010032397294776792,3.9323725813127077e-13,99.98239135742188
2760.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014590256614610553,3.6599976738216355e-05,0.00018250254288432188,0.0004396861199860457,3.013559881775814,0.013954518934042426,0.014959459193057838,0.0010049402590154126,3.9323725813127077e-13,99.98239135742188
2790.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014490327157545835,3.594827649067156e-05,0.0001808515480661299,0.00043968611998614976,3.0343422560834545,0.013952867939224234,0.014959459193057942,0.0010065912538337086,3.9323725813127077e-13,99.98239135742188
2820.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014392782759387046,3.5320153983775526e-05,0.000179247981577646,0.00043968611998625385,3.0549069442425116,0.01395126437273575,0.014959459193058047,0.0010081948203222967,3.9323725813127077e-13,99.98239135742188
2850.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014297528832685202,3.4711843909462914e-05,0.00017768713223631494,0.00043968611998635793,3.0752595440213635,0.013949703523394419,0.01495945919305815,0.0010097556696637318,3.9323725813127077e-13,99.98239135742188
2880.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014204924809746444,3.411608122405596e-05,0.0001761653293215204,0.000439686119986462,3.0953076195431852,0.013948181720479624,0.014959459193058255,0.0010112774725786304,3.9323725813127077e-13,99.98239135742188
2910.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014116198872216046,3.354038199177012e-05,0.00017470237071393058,0.0004396861199865661,3.114762861920077,0.013946718761872035,0.014959459193058359,0.0010127404311863243,3.9323725813127077e-13,99.98239135742188
2940.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00014029450539965183,3.2986561564030126e-05,0.00017328106696368195,0.0004396861199866702,3.1340223819468367,0.013945297458121786,0.014959459193058463,0.001014161734936677,3.9323725813127077e-13,99.98239135742188
2970.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013944612874183804,3.244630715926178e-05,0.00017189243590109982,0.00043968611998677426,3.1530894686992856,0.013943908827059204,0.014959459193058567,0.0010155503659993632,3.9323725813127077e-13,99.98239135742188
3000.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013861626212019473,3.1916177249513566e-05,0.0001705324393697083,0.00043968611998687835,3.171966357061516,0.013942548830527812,0.014959459193058671,0.0010169103625308588,3.9323725813127077e-13,99.98239135742188
3030.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013780436711385846,3.1396455597132444e-05,0.0001692008227109909,0.00043968611998698243,3.1906544705052737,0.013941217213869095,0.014959459193058775,0.0010182419791896803,3.9323725813127077e-13,99.98239135742188
3060.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013700990530196577,3.0891278584022075e-05,0.00016790118388598785,0.0004396861199870865,3.2091557104432074,0.013939917575044092,0.01495945919305888,0.0010195416180147875,3.9323725813127077e-13,99.98239135742188
3090.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013623226550407708,3.0403507480514236e-05,0.0001666357729845913,0.0004396861199871906,3.227474184329937,0.013938652164142695,0.014959459193058983,0.001020807028916288,3.9323725813127077e-13,99.98239135742188
3120.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013547077833209187,2.9926779461675324e-05,0.0001653975577937672,0.0004396861199872947,3.2456159579260113,0.013937413948951871,0.014959459193059087,0.0010220452441072163,3.9323725813127077e-13,99.98239135742188
3150.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013472491991706192,2.9471202651620843e-05,0.00016419612256868277,0.00043968611998739877,3.263584199998591,0.013936212513726787,0.014959459193059192,0.0010232466793324048,3.9323725813127077e-13,99.98239135742188
3180.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013399396266322583,2.903228232753463e-05,0.00016302624499076046,0.00043968611998750285,3.2813875435014146,0.013935042636148864,0.014959459193059296,0.0010244165569104312,3.9323725813127077e-13,99.98239135742188
3210.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013327736814972013,2.8607048079720698e-05,0.00016188441622944083,0.00043968611998760693,3.2990306313197575,0.013933900807387545,0.0149594591930594,0.001025558385671855,3.9323725813127077e-13,99.98239135742188
3240.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.0001325746125075966,2.8194417609483935e-05,0.00016076903011708055,0.000439686119987711,3.316518235816203,0.013932785421275184,0.014959459193059504,0.0010266737717843193,3.9323725813127077e-13,99.98239135742188
3270.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013188507000450045,2.7793059416580945e-05,0.0001596781294210814,0.0004396861199878151,3.3338581840447237,0.013931694520579185,0.014959459193059608,0.0010277646724804225,3.9323725813127077e-13,99.98239135742188
3300.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00013120862422510982,2.740134186751675e-05,0.00015860996609262656,0.0004396861199879192,3.3510458827276923,0.01393062635725073,0.014959459193059712,0.0010288328358089814,3.9323725813127077e-13,99.98239135742188
3330.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.0001305448531638831,2.7017642423743382e-05,0.00015756249558762647,0.00043968611998802327,3.3680846799532658,0.01392957888674573,0.014959459193059816,0.0010298803063140856,3.9323725813127077e-13,99.98239135742188
3360.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012989334936719388,2.663986015249975e-05,0.00015653320951969363,0.00043968611998812735,3.384977923274456,0.013928549600677798,0.01495945919305992,0.0010309095923821225,3.9323725813127077e-13,99.98239135742188
3390.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012925389455631375,2.6265322958352044e-05,0.0001555192175146658,0.00043968611998823143,3.4017243464696345,0.01392753560867277,0.014959459193060024,0.0010319235843872544,3.9323725813127077e-13,99.98239135742188
3420.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012862615403719246,2.5901259505189955e-05,0.00015452741354238242,0.0004396861199883355,3.4183259484008173,0.013926543804700486,0.014959459193060128,0.0010329153883596419,3.9323725813127077e-13,99.98239135742188
3450.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012800977856386453,2.5546889446559362e-05,0.0001535566680104239,0.0004396861199884396,3.4347854118744423,0.013925573059168528,0.014959459193060232,0.0010338861338917045,3.9323725813127077e-13,99.98239135742188
3480.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012740501551888883,2.520052839827258e-05,0.0001526055439171614,0.0004396861199885437,3.4510895681603415,0.013924621935075265,0.014959459193060336,0.001034837257985071,3.9323725813127077e-13,99.98239135742188
3510.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012681199586950243,2.4862602003850043e-05,0.00015167459787335247,0.00043968611998864777,3.467228135429022,0.013923690989031456,0.01495945919306044,0.001035768204028984,3.9323725813127077e-13,99.98239135742188
3540.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012622930807992816,2.4533785108360462e-05,0.00015076309318828862,0.00043968611998875185,3.4832332259188448,0.013922779484346393,0.014959459193060545,0.001036679708714152,3.9323725813127077e-13,99.98239135742188
3570.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012565664655994624,2.4214059521909803e-05,0.00014987070608185604,0.00043968611998885593,3.4991075444552595,0.01392188709723996,0.014959459193060649,0.0010375720958206887,3.9323725813127077e-13,99.98239135742188
3600.0,800.0,788.9437813826415,290.4424743652344,291.2955968342383,0.8531224690039494,0.013772016391158104,0.014519773073071793,0.0007477566819136892,0.00012509369116742164,2.3902586690383032e-05,0.00014899627785780467,0.00043968611998896,3.51485447336027,0.013921012669015909,0.014959459193060753,0.0010384465240448441,3.9323725813127077e-13,99.98239135742188
