time_s,parcel_height_m,kid_nearest_height_m,height_difference_m,w_m_s,temperature_K,pressure_mb,qv_kg_kg,RH_percent,cloud_mass_kg_kg,rain_mass_kg_kg
2460.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00015748088480904698,4.450313645065762e-05
2490.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00015617509779985994,4.358941441751085e-05
2520.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00015490596706513315,4.270165300113149e-05
2550.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00015367190644610673,4.1845829400699586e-05
2580.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00015247135888785124,4.102039019926451e-05
2610.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.0001513028983026743,4.022322173113935e-05
2640.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.0001501651859143749,3.9451006159652025e-05
2670.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014905701391398907,3.870096043101512e-05
2700.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014797724725212902,3.797545286943205e-05
2730.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014692683180328459,3.7276240618666634e-05
2760.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014590256614610553,3.6599976738216355e-05
2790.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014490327157545835,3.594827649067156e-05
2820.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014392782759387046,3.5320153983775526e-05
2850.0,788.9437268410976,800.0,11.0562731589024,0.0,290.4424743652344,911.2942504882812,0.013772016391158104,99.98239135742188,0.00014297528832685202,3.4711843909462914e-05
